project_code,project_name,category,batch_no,publish_year,entry_type,region_raw,province,protection_unit_normalized,source_url,collected_at
I-9,董永传说,民间文学,1,2006,new,江苏省东台市,江苏省,东台市文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-9,董永传说,民间文学,1,2006,new,河南省武陟县,河南省,武陟县董永文化服务中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-9,董永传说,民间文学,1,2006,new,湖北省孝感市,湖北省,孝感市群众艺术馆(孝感市非物质文化遗产保护中心),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-9,董永传说,民间文学,2,2008,extension,山东省博兴县,山东省,博兴县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-9,董永传说,民间文学,2,2008,extension,江苏省金坛市,江苏省,常州市金坛区文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-9,董永传说,民间文学,3,2011,extension,江苏省丹阳市,江苏省,丹阳市文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=1,2026-08-06T10:14:54+00:00
I-90,舜的传说,民间文学,3,2011,new,山西省沁水县,山西省,沁水县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-90,舜的传说,民间文学,3,2011,new,山东省诸城市,山东省,诸城市文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-91,禹的传说,民间文学,3,2011,new,四川省北川羌族自治县,四川省,北川羌族自治县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-91,禹的传说,民间文学,3,2011,new,四川省汶川县,四川省,汶川县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-91,禹的传说(武汉大禹治水传说),民间文学,5,2021,extension,湖北省武汉市汉阳区,湖北省,武汉市晴川阁管理处(武汉大禹文化博物馆),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-92,防风传说,民间文学,3,2011,new,浙江省德清县,浙江省,德清县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-93,盘瓠传说,民间文学,3,2011,new,湖南省泸溪县,湖南省,泸溪县非物质文化遗产保护中心,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-94,庄子传说,民间文学,3,2011,new,山东省东明县,山东省,山东省东明县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-95,柳毅传说,民间文学,3,2011,new,山东省潍坊市寒亭区,山东省,潍坊市寒亭区文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-96,禅宗祖师传说,民间文学,3,2011,new,湖北省黄梅县,湖北省,黄梅县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-96,禅宗祖师传说(六祖传说),民间文学,5,2021,extension,广东省云浮市新兴县,广东省,新兴县文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-97,布袋和尚传说,民间文学,3,2011,new,浙江省奉化市,浙江省,宁波市奉化区文化馆,http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-98,钱王传说,民间文学,3,2011,new,浙江省临安市,浙江省,杭州市临安区文化馆(杭州市临安区非物质文化遗产保护中心),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-99,苏东坡传说,民间文学,3,2011,new,浙江省杭州市,浙江省,杭州西湖博物馆总馆(西湖学研究院、杭州西湖风景名胜区网宣中心),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
I-99,苏东坡传说,民间文学,4,2014,extension,湖北省黄冈市,湖北省,黄冈市群众艺术馆(黄冈市民俗博物馆),http://www.ihchina.cn/Article/Index/getProject.html?category_id=16&type=1&limit=100&p=2,2026-08-06T10:14:56+00:00
