project_code,project_name,category,min_batch,max_batch,first_publish_year,province_list,protection_units,subitem_count
V-113,河州平弦,曲艺,3,3,2011,甘肃省,1,1
V-114,端鼓腔,曲艺,3,3,2011,山东省,2,2
V-115,数来宝,曲艺,4,4,2014,北京市,1,1
V-116,梅花大鼓,曲艺,4,4,2014,天津市,1,1
V-117,弹唱,曲艺,4,4,2014,山西省,1,1
V-118,浦东宣卷,曲艺,4,4,2014,上海市,1,1
V-119,丽水鼓词,曲艺,4,4,2014,浙江省,1,1
V-12,河洛大鼓,曲艺,1,1,2006,河南省,1,1
V-120,客家古文,曲艺,4,4,2014,江西省,1,1
V-121,永新小鼓,曲艺,4,4,2014,江西省,1,1
V-122,山东花鼓,曲艺,4,4,2014,山东省,1,1
V-123,跳三鼓,曲艺,4,4,2014,湖北省,1,1
V-124,湖南渔鼓,曲艺,4,4,2014,湖南省,1,1
V-125,桂林渔鼓,曲艺,4,4,2014,广西壮族自治区,1,1
V-126,宁夏小曲,曲艺,4,4,2014,宁夏回族自治区,1,1
V-127,托勒敖,曲艺,4,4,2014,新疆维吾尔自治区,1,1
V-128,蔡家洼五音大鼓,曲艺,5,5,2021,北京市,1,1
V-129,屯留道情,曲艺,5,5,2021,山西省,1,1
V-13,温州鼓词,曲艺,1,3,2006,浙江省,2,2
V-130,陵川钢板书,曲艺,5,5,2021,山西省,1,1
V-131,苏北大鼓,曲艺,5,5,2021,江苏省,1,1
V-132,三跳(湖州三跳),曲艺,5,5,2021,浙江省,1,1
V-133,南昌清音,曲艺,5,5,2021,江西省,1,1
V-134,都昌鼓书,曲艺,5,5,2021,江西省,1,1
V-135,江西莲花落,曲艺,5,5,2021,江西省,1,1
V-136,陕州锣鼓书,曲艺,5,5,2021,河南省,1,1
V-137,天门渔鼓,曲艺,5,5,2021,湖北省,1,1
V-138,竹板歌,曲艺,5,5,2021,广东省,1,1
V-139,末伦,曲艺,5,5,2021,广西壮族自治区,1,1
V-14,陕北说书,曲艺,1,1,2006,陕西省,1,1
V-140,嘎百福,曲艺,5,5,2021,贵州省,1,1
V-141,旭早,曲艺,5,5,2021,贵州省,1,1
V-142,大本曲,曲艺,5,5,2021,云南省,1,1
V-143,古尔鲁,曲艺,5,5,2021,西藏自治区,1,1
V-144,陕西快板,曲艺,5,5,2021,陕西省,1,1
V-145,龙头琴弹唱,曲艺,5,5,2021,甘肃省,1,1
V-15,福州伬艺,曲艺,1,1,2006,福建省,1,1
V-16,南平南词,曲艺,1,1,2006,福建省,1,1
V-17,绍兴平湖调,曲艺,1,1,2006,浙江省,1,1
V-18,兰溪摊簧,曲艺,1,2,2006,浙江省,3,3
V-19,贤孝(凉州贤孝),曲艺,1,2,2006,甘肃省、青海省,3,3
V-2,扬州评话,曲艺,1,3,2006,江苏省,2,2
V-20,河南坠子,曲艺,1,3,2006,河北省、河南省,2,2
V-21,山东琴书,曲艺,1,3,2006,山东省,3,3
V-22,锣鼓书,曲艺,1,1,2006,上海市,1,1
V-23,绍兴莲花落,曲艺,1,1,2006,浙江省,1,1
V-24,兰州鼓子,曲艺,1,1,2006,甘肃省,1,1
V-25,扬州清曲,曲艺,1,1,2006,江苏省,1,1
V-26,锦歌,曲艺,1,1,2006,福建省,1,1
V-27,常德丝弦,曲艺,1,3,2006,湖南省,2,2
V-28,榆林小曲,曲艺,1,1,2006,陕西省,1,1
V-29,天津时调,曲艺,1,1,2006,天津市,1,1
V-3,福州评话,曲艺,1,1,2006,福建省,1,1
V-30,新疆曲子,曲艺,1,2,2006,新疆维吾尔自治区,2,2
V-31,龙舟说唱,曲艺,1,1,2006,广东省,1,1
V-32,鼓盆歌,曲艺,1,4,2006,湖北省、湖南省,2,2
V-33,汉川善书,曲艺,1,1,2006,湖北省,1,1
V-34,歌册(东山歌册),曲艺,1,2,2006,广东省、福建省,2,2
V-35,东北二人转,曲艺,1,4,2006,内蒙古自治区、吉林省、辽宁省、黑龙江省,8,8
V-36,凤阳花鼓,曲艺,1,1,2006,安徽省,1,1
V-37,答嘴鼓,曲艺,1,1,2006,福建省,1,1
V-38,小热昏,曲艺,1,3,2006,江苏省、浙江省,2,2
V-39,山东快书,曲艺,1,1,2006,山东省,1,1
V-4,山东大鼓,曲艺,1,2,2006,山东省、河北省,3,3
V-40,乌力格尔,曲艺,1,2,2006,内蒙古自治区、吉林省、辽宁省,5,5
V-41,达斡尔族乌钦,曲艺,1,2,2006,内蒙古自治区、黑龙江省,2,2
V-42,赫哲族伊玛堪,曲艺,1,1,2006,黑龙江省,1,1
V-43,鄂伦春族摩苏昆,曲艺,1,1,2006,黑龙江省,1,1
V-44,傣族章哈,曲艺,1,1,2006,云南省,1,1
V-45,哈萨克族阿依特斯,曲艺,1,2,2006,新疆维吾尔自治区、甘肃省,2,2
V-46,布依族八音坐唱,曲艺,1,1,2006,贵州省,1,1
V-47,相声,曲艺,2,2,2008,中直单位、北京市、天津市,3,3
V-48,京韵大鼓,曲艺,2,2,2008,北京市、天津市,2,2
V-49,单弦牌子曲(含岔曲),曲艺,2,5,2008,北京市、天津市,3,3
V-5,西河大鼓,曲艺,1,4,2006,天津市、河北省,3,3
V-50,扬州弹词,曲艺,2,2,2008,江苏省,1,1
V-51,长沙弹词,曲艺,2,2,2008,湖南省,1,1
V-52,杭州评词,曲艺,2,2,2008,浙江省,1,1
V-53,杭州评话,曲艺,2,2,2008,浙江省,1,1
V-54,绍兴词调,曲艺,2,2,2008,浙江省,1,1
V-55,临海词调,曲艺,2,2,2008,浙江省,1,1
V-56,四明南词,曲艺,2,2,2008,浙江省,1,1
V-57,北京评书,曲艺,2,2,2008,北京市、辽宁省,4,4
V-58,湖北评书,曲艺,2,2,2008,湖北省,1,1
V-59,浦东说书,曲艺,2,2,2008,上海市,1,1
V-6,东北大鼓,曲艺,1,2,2006,吉林省、辽宁省、黑龙江省,7,7
V-60,讲古,曲艺,2,2,2008,福建省,1,1
V-61,湖北大鼓,曲艺,2,2,2008,湖北省,2,2
V-62,襄垣鼓书,曲艺,2,2,2008,山西省,1,1
V-63,萍乡春锣,曲艺,2,2,2008,江西省,1,1
V-64,三弦书(沁州三弦书),曲艺,2,2,2008,山西省、河南省,2,2
V-65,莺歌柳书,曲艺,2,2,2008,山东省,1,1
V-66,平湖钹子书,曲艺,2,2,2008,浙江省,1,1
V-67,宁波走书,曲艺,2,2,2008,浙江省,2,2
V-68,独脚戏,曲艺,2,2,2008,上海市、浙江省,2,2
V-69,大调曲子,曲艺,2,2,2008,河南省,1,1
V-7,木板大鼓,曲艺,1,1,2006,河北省,1,1
V-70,湖北小曲,曲艺,2,2,2008,湖北省,1,1
V-71,南曲,曲艺,2,2,2008,湖北省,1,1
V-72,秦安小曲,曲艺,2,2,2008,甘肃省,1,1
V-73,徐州琴书,曲艺,2,2,2008,江苏省,1,1
V-74,恩施扬琴,曲艺,2,2,2008,湖北省,1,1
V-75,四川扬琴,曲艺,2,3,2008,四川省、重庆市,4,4
V-76,四川竹琴,曲艺,2,2,2008,四川省、重庆市,2,2
V-77,四川清音,曲艺,2,3,2008,四川省、重庆市,2,2
V-78,金华道情,曲艺,2,2,2008,浙江省,2,2
V-79,陕北道情,曲艺,2,2,2008,陕西省,2,2
V-8,乐亭大鼓,曲艺,1,5,2006,河北省,2,2
V-80,朝鲜族三老人,曲艺,2,2,2008,吉林省,1,1
V-81,南京白局,曲艺,2,2,2008,江苏省,1,1
V-82,武林调,曲艺,2,2,2008,浙江省,1,1
V-83,绍兴宣卷,曲艺,2,2,2008,浙江省,1,1
V-84,温州莲花,曲艺,2,2,2008,浙江省,2,2
V-85,山东落子,曲艺,2,4,2008,山东省,2,2
V-86,说鼓子,曲艺,2,2,2008,湖北省,2,2
V-87,广西文场,曲艺,2,2,2008,广西壮族自治区,1,1
V-88,车灯,曲艺,2,2,2008,重庆市,1,1
V-89,眉户曲子,曲艺,2,2,2008,陕西省,1,1
V-9,潞安大鼓,曲艺,1,1,2006,山西省,1,1
V-90,韩城秧歌,曲艺,2,2,2008,陕西省,1,1
V-91,金钱板,曲艺,2,3,2008,四川省、重庆市,2,2
V-92,青海平弦,曲艺,2,2,2008,青海省,1,1
V-93,青海越弦,曲艺,2,2,2008,青海省,1,1
V-94,青海下弦,曲艺,2,2,2008,青海省,1,1
V-95,好来宝,曲艺,2,2,2008,内蒙古自治区,1,1
V-96,哈萨克族铁尔麦,曲艺,2,2,2008,新疆维吾尔自治区,1,1
V-97,莲花落,曲艺,3,3,2011,山西省,1,1
V-98,长子鼓书,曲艺,3,3,2011,山西省,1,1
V-99,翼城琴书,曲艺,3,3,2011,山西省,1,1
VI-1,吴桥杂技,传统体育、游艺与杂技,1,1,2006,河北省,1,1
VI-10,沧州武术,传统体育、游艺与杂技,1,3,2006,河北省,3,5
VI-100,滑竿(华蓥山滑竿抬幺妹),传统体育、游艺与杂技,5,5,2021,四川省,1,1
VI-101,赤水独竹漂,传统体育、游艺与杂技,5,5,2021,贵州省,1,1
VI-102,拔河(万人扯绳赛),传统体育、游艺与杂技,5,5,2021,甘肃省,1,1
VI-103,姑娘追,传统体育、游艺与杂技,5,5,2021,新疆维吾尔自治区,1,1
VI-104,朝鲜族尤茨,传统体育、游艺与杂技,5,5,2021,吉林省,1,1
VI-105,打陀螺,传统体育、游艺与杂技,5,5,2021,云南省,1,1
VI-106,登杆(大六分村登杆),传统体育、游艺与杂技,5,5,2021,天津市,1,1
VI-107,飞叉(永良飞叉),传统体育、游艺与杂技,5,5,2021,天津市,1,1
VI-108,临泉杂技,传统体育、游艺与杂技,5,5,2021,安徽省,1,1
VI-109,蹬技(重庆蹬技),传统体育、游艺与杂技,5,5,2021,重庆市,1,1
VI-11,太极拳(杨氏太极拳),传统体育、游艺与杂技,1,5,2006,上海市、北京市、天津市、河北省、河南省,9,10
VI-12,邢台梅花拳,传统体育、游艺与杂技,1,5,2006,山东省、河北省,3,3
VI-13,沙河藤牌阵,传统体育、游艺与杂技,1,1,2006,河北省,1,1
VI-14,朝鲜族跳板、秋千,传统体育、游艺与杂技,1,1,2006,吉林省,1,1
VI-15,达斡尔族传统曲棍球竞技,传统体育、游艺与杂技,1,1,2006,内蒙古自治区,1,1
VI-16,蒙古族搏克,传统体育、游艺与杂技,1,4,2006,内蒙古自治区、新疆维吾尔自治区,3,3
VI-17,蹴鞠,传统体育、游艺与杂技,1,1,2006,山东省,1,1
VI-18,围棋,传统体育、游艺与杂技,2,2,2008,中直单位、北京市,2,2
VI-19,象棋,传统体育、游艺与杂技,2,2,2008,中直单位、北京市,2,2
VI-2,聊城杂技,传统体育、游艺与杂技,1,1,2006,山东省,1,1
VI-20,蒙古族象棋,传统体育、游艺与杂技,2,2,2008,内蒙古自治区,1,1
VI-21,天桥摔跤,传统体育、游艺与杂技,2,5,2008,云南省、北京市、吉林省、新疆维吾尔自治区、辽宁省,5,5
VI-22,沙力搏尔式摔跤,传统体育、游艺与杂技,2,2,2008,内蒙古自治区,1,1
VI-23,峨眉武术,传统体育、游艺与杂技,2,2,2008,四川省,1,1
VI-24,红拳,传统体育、游艺与杂技,2,2,2008,陕西省,1,1
VI-25,八卦掌,传统体育、游艺与杂技,2,3,2008,北京市、河北省,3,3
VI-26,形意拳,传统体育、游艺与杂技,2,3,2008,山西省、河北省,2,2
VI-27,鹰爪翻子拳,传统体育、游艺与杂技,2,2,2008,河北省,1,1
VI-28,八极拳(月山八极拳),传统体育、游艺与杂技,2,5,2008,北京市、河南省,2,2
VI-29,心意拳,传统体育、游艺与杂技,2,5,2008,上海市、山西省,3,3
VI-3,天桥中幡,传统体育、游艺与杂技,1,2,2006,北京市、河北省、福建省,4,4
VI-30,心意六合拳,传统体育、游艺与杂技,2,2,2008,河南省,2,2
VI-31,五祖拳,传统体育、游艺与杂技,2,2,2008,福建省,1,1
VI-32,查拳,传统体育、游艺与杂技,2,2,2008,山东省,1,1
VI-33,螳螂拳,传统体育、游艺与杂技,2,4,2008,山东省,4,4
VI-34,苌家拳,传统体育、游艺与杂技,2,2,2008,河南省,1,1
VI-35,岳家拳,传统体育、游艺与杂技,2,4,2008,湖北省,2,2
VI-36,蔡李佛拳,传统体育、游艺与杂技,2,5,2008,广东省,2,2
VI-37,马球(塔吉克族马球),传统体育、游艺与杂技,2,2,2008,新疆维吾尔自治区,1,1
VI-38,满族珍珠球,传统体育、游艺与杂技,2,5,2008,吉林省,2,2
VI-39,满族二贵摔跤,传统体育、游艺与杂技,2,2,2008,河北省,1,1
VI-4,抖空竹,传统体育、游艺与杂技,1,1,2006,北京市,1,1
VI-40,鄂温克抢枢,传统体育、游艺与杂技,2,2,2008,内蒙古自治区,1,1
VI-41,挠羊赛,传统体育、游艺与杂技,2,2,2008,山西省,1,1
VI-42,传统箭术(南山射箭),传统体育、游艺与杂技,2,5,2008,新疆维吾尔自治区、青海省,2,2
VI-43,赛马会(当吉仁赛马会),传统体育、游艺与杂技,2,5,2008,新疆维吾尔自治区、西藏自治区、青海省,4,4
VI-44,叼羊(维吾尔族叼羊),传统体育、游艺与杂技,2,2,2008,新疆维吾尔自治区,1,1
VI-45,土族轮子秋,传统体育、游艺与杂技,2,2,2008,青海省,1,1
VI-46,左各庄杆会,传统体育、游艺与杂技,2,2,2008,河北省,1,1
VI-47,戏法(赵世魁戏法),传统体育、游艺与杂技,2,3,2008,天津市、黑龙江省,2,2
VI-48,建湖杂技,传统体育、游艺与杂技,2,2,2008,江苏省,1,1
VI-49,东北庄杂技,传统体育、游艺与杂技,2,2,2008,河南省,1,1
VI-5,维吾尔族达瓦孜,传统体育、游艺与杂技,1,1,2006,新疆维吾尔自治区,1,1
VI-50,宁津杂技,传统体育、游艺与杂技,2,2,2008,山东省,1,1
VI-51,马戏(埇桥马戏),传统体育、游艺与杂技,2,2,2008,安徽省,1,1
VI-52,风火流星,传统体育、游艺与杂技,2,2,2008,山西省,1,1
VI-53,翻九楼,传统体育、游艺与杂技,2,2,2008,浙江省,2,2
VI-54,调吊,传统体育、游艺与杂技,2,2,2008,浙江省,1,1
VI-55,苏桥飞叉会,传统体育、游艺与杂技,2,2,2008,河北省,1,1
VI-56,拦手门,传统体育、游艺与杂技,3,3,2011,天津市,1,1
VI-57,通背缠拳,传统体育、游艺与杂技,3,3,2011,山西省,1,1
VI-58,地术拳,传统体育、游艺与杂技,3,3,2011,福建省,1,1
VI-59,佛汉拳,传统体育、游艺与杂技,3,3,2011,山东省,1,1
VI-6,宁德霍童线狮,传统体育、游艺与杂技,1,4,2006,浙江省、福建省,4,4
VI-60,孙膑拳,传统体育、游艺与杂技,3,3,2011,山东省,2,2
VI-61,肘捶,传统体育、游艺与杂技,3,3,2011,山东省,1,1
VI-62,十八般武艺,传统体育、游艺与杂技,3,3,2011,浙江省,1,1
VI-63,华佗五禽戏,传统体育、游艺与杂技,3,3,2011,安徽省,1,1
VI-64,撂石锁,传统体育、游艺与杂技,3,5,2011,江苏省、河南省,2,2
VI-65,赛龙舟,传统体育、游艺与杂技,3,3,2011,广东省、湖南省、贵州省,4,4
VI-66,迎罗汉,传统体育、游艺与杂技,3,3,2011,浙江省,1,1
VI-67,掼牛,传统体育、游艺与杂技,3,3,2011,浙江省,1,1
VI-68,高杆船技,传统体育、游艺与杂技,3,3,2011,浙江省,1,1
VI-69,花毽,传统体育、游艺与杂技,3,5,2011,天津市、山东省,2,2
VI-7,少林功夫,传统体育、游艺与杂技,1,1,2006,河南省,1,1
VI-70,口技,传统体育、游艺与杂技,3,3,2011,北京市,1,1
VI-71,布鲁,传统体育、游艺与杂技,4,4,2014,内蒙古自治区,1,1
VI-72,蒙古族驼球,传统体育、游艺与杂技,4,4,2014,内蒙古自治区,1,1
VI-73,通背拳,传统体育、游艺与杂技,4,4,2014,北京市,1,1
VI-74,戳脚,传统体育、游艺与杂技,4,4,2014,河北省,1,1
VI-75,精武武术,传统体育、游艺与杂技,4,4,2014,上海市,1,1
VI-76,绵拳,传统体育、游艺与杂技,4,4,2014,上海市,1,1
VI-77,咏春拳,传统体育、游艺与杂技,4,5,2014,广东省、福建省,2,2
VI-78,井冈山全堂狮灯,传统体育、游艺与杂技,4,4,2014,江西省,1,1
VI-79,徐家拳,传统体育、游艺与杂技,4,4,2014,山东省,1,1
VI-8,武当武术,传统体育、游艺与杂技,1,1,2006,湖北省,1,1
VI-80,梅山武术,传统体育、游艺与杂技,4,4,2014,湖南省,1,1
VI-81,武汉杂技,传统体育、游艺与杂技,4,4,2014,湖北省,1,1
VI-82,幻术(傅氏幻术),传统体育、游艺与杂技,4,5,2014,北京市、河南省、陕西省,3,3
VI-83,藏棋,传统体育、游艺与杂技,5,5,2021,四川省,1,1
VI-84,曲棍球(维吾尔族曲棍球),传统体育、游艺与杂技,5,5,2021,新疆维吾尔自治区,1,1
VI-85,无极拳,传统体育、游艺与杂技,5,5,2021,天津市,1,1
VI-86,少北拳,传统体育、游艺与杂技,5,5,2021,辽宁省,1,1
VI-87,西凉掌(亳州晰扬掌),传统体育、游艺与杂技,5,5,2021,安徽省,1,1
VI-88,六合拳(福建六合门),传统体育、游艺与杂技,5,5,2021,福建省,1,1
VI-89,巫家拳,传统体育、游艺与杂技,5,5,2021,湖南省,1,1
VI-9,回族重刀武术,传统体育、游艺与杂技,1,1,2006,天津市,1,1
VI-90,岩鹰拳,传统体育、游艺与杂技,5,5,2021,湖南省,1,1
VI-91,莫家拳,传统体育、游艺与杂技,5,5,2021,广东省,1,1
VI-92,青萍剑(贾氏青萍剑),传统体育、游艺与杂技,5,5,2021,河北省,1,1
VI-93,易筋经(天台山易筋经),传统体育、游艺与杂技,5,5,2021,浙江省,1,1
VI-94,青城武术,传统体育、游艺与杂技,5,5,2021,四川省,1,1
VI-95,布依族武术,传统体育、游艺与杂技,5,5,2021,贵州省,1,1
VI-96,乌审走马竞技,传统体育、游艺与杂技,5,5,2021,内蒙古自治区,1,1
VI-97,迎大旗,传统体育、游艺与杂技,5,5,2021,浙江省,1,1
VI-98,泉州刣狮,传统体育、游艺与杂技,5,5,2021,福建省,1,1
VI-99,抢花炮(壮族抢花炮),传统体育、游艺与杂技,5,5,2021,广西壮族自治区,1,1
VII-1,杨柳青木版年画,传统美术,1,1,2006,天津市,1,1
VII-10,梁平木版年画,传统美术,1,1,2006,重庆市,1,1
VII-100,永春纸织画,传统美术,3,3,2011,福建省,1,1
VII-101,平遥纱阁戏人,传统美术,3,3,2011,山西省,1,1
VII-102,清徐彩门楼,传统美术,3,3,2011,山西省,1,1
VII-103,上海绒绣,传统美术,3,3,2011,上海市,1,1
VII-104,宁波金银彩绣,传统美术,3,3,2011,浙江省,1,1
VII-105,瑶族刺绣,传统美术,3,3,2011,广东省,1,1
VII-106,藏族编织、挑花刺绣工艺,传统美术,3,3,2011,四川省,1,1
VII-107,侗族刺绣,传统美术,3,3,2011,贵州省,1,1
VII-108,锡伯族刺绣,传统美术,3,3,2011,新疆维吾尔自治区,1,1
VII-109,宁波泥金彩漆,传统美术,3,3,2011,浙江省,1,1
VII-11,绵竹木版年画,传统美术,1,1,2006,四川省,1,1
VII-110,京绣,传统美术,4,5,2014,北京市、河北省,3,3
VII-111,布糊画,传统美术,4,4,2014,河北省,1,1
VII-112,抽纱(汕头抽纱),传统美术,4,4,2014,广东省,2,2
VII-113,水陆画,传统美术,4,4,2014,河北省,1,1
VII-114,毕摩绘画,传统美术,4,4,2014,四川省,1,1
VII-115,彩砂坛城绘制,传统美术,4,4,2014,西藏自治区,1,1
VII-116,琥珀雕刻,传统美术,4,4,2014,辽宁省,1,1
VII-117,传统玩具(郯城木旋玩具),传统美术,4,4,2014,山东省,1,1
VII-118,蒙古文书法,传统美术,4,4,2014,内蒙古自治区,1,1
VII-119,满文、锡伯文书法,传统美术,4,4,2014,新疆维吾尔自治区,1,1
VII-12,凤翔木版年画,传统美术,1,1,2006,陕西省,1,1
VII-120,刻铜(杜氏刻铜),传统美术,4,5,2014,安徽省、江西省、河北省,3,3
VII-121,错金银,传统美术,4,4,2014,新疆维吾尔自治区、福建省,2,2
VII-122,赏石艺术,传统美术,4,4,2014,中直单位,1,1
VII-123,藤编(怀远藤编),传统美术,5,5,2021,四川省、陕西省,2,2
VII-124,蒙古族唐卡(马鬃绕线堆绣唐卡),传统美术,5,5,2021,内蒙古自治区,1,1
VII-125,烙画(南阳烙画),传统美术,5,5,2021,河南省,1,1
VII-126,毛绣(察哈尔毛绣),传统美术,5,5,2021,内蒙古自治区,1,1
VII-127,发绣(东台发绣),传统美术,5,5,2021,江苏省、浙江省,2,2
VII-128,厦门珠绣,传统美术,5,5,2021,福建省,1,1
VII-129,鲁绣,传统美术,5,5,2021,山东省,1,1
VII-13,纳西族东巴画,传统美术,1,1,2006,云南省,1,1
VII-130,彝族刺绣(凉山彝族刺绣),传统美术,5,5,2021,四川省,1,1
VII-131,布依族刺绣,传统美术,5,5,2021,贵州省,1,1
VII-132,藏族刺绣(贵南藏族刺绣),传统美术,5,5,2021,青海省,1,1
VII-133,哈萨克族刺绣,传统美术,5,5,2021,新疆维吾尔自治区,1,1
VII-134,水晶雕刻(东海水晶雕刻),传统美术,5,5,2021,江苏省,1,1
VII-135,瓷刻(大丰瓷刻),传统美术,5,5,2021,江苏省,1,1
VII-136,竹根雕(象山竹根雕),传统美术,5,5,2021,浙江省,1,1
VII-137,贝雕(北海贝雕),传统美术,5,5,2021,广西壮族自治区,1,1
VII-138,骨角雕(合浦角雕),传统美术,5,5,2021,广西壮族自治区,1,1
VII-139,皮艺(蒙古族皮艺),传统美术,5,5,2021,内蒙古自治区,1,1
VII-14,藏族唐卡(噶玛嘎孜画派),传统美术,1,5,2006,四川省、甘肃省、西藏自治区、青海省,14,15
VII-15,衡水内画,传统美术,1,4,2006,北京市、山东省、广东省、河北省,4,4
VII-16,剪纸(蔚县剪纸),传统美术,1,5,2006,上海市、云南省、内蒙古自治区、吉林省、宁夏回族自治区、安徽省、山东省、山西省、广东省、江苏省、江西省、河北省、河南省、浙江省、湖北省、湖南省、甘肃省、福建省、贵州省、辽宁省、陕西省、黑龙江省,56,56
VII-17,顾绣,传统美术,1,1,2006,上海市,1,1
VII-18,苏绣,传统美术,1,5,2006,江苏省,5,5
VII-19,湘绣,传统美术,1,1,2006,湖南省,1,1
VII-2,武强木版年画,传统美术,1,1,2006,河北省,1,1
VII-20,粤绣(广绣),传统美术,1,5,2006,广东省,3,3
VII-21,蜀绣,传统美术,1,2,2006,四川省、重庆市,2,2
VII-22,苗绣(雷山苗绣),传统美术,1,5,2006,湖南省、贵州省,7,7
VII-23,水族马尾绣,传统美术,1,1,2006,贵州省,1,1
VII-24,土族盘绣,传统美术,1,1,2006,青海省,1,1
VII-25,挑花(黄梅挑花),传统美术,1,5,2006,安徽省、湖北省、湖南省、重庆市,6,6
VII-26,庆阳香包绣制,传统美术,1,2,2006,江苏省、甘肃省,2,2
VII-27,象牙雕刻,传统美术,1,4,2006,北京市、广东省、江苏省,3,3
VII-28,扬州玉雕,传统美术,1,1,2006,江苏省,1,1
VII-29,岫岩玉雕,传统美术,1,1,2006,辽宁省,1,1
VII-3,桃花坞木版年画,传统美术,1,1,2006,江苏省,1,1
VII-30,阜新玛瑙雕,传统美术,1,1,2006,辽宁省,1,1
VII-31,夜光杯雕,传统美术,1,1,2006,甘肃省,1,1
VII-32,金石篆刻(西泠印社),传统美术,1,4,2006,中直单位、浙江省,2,2
VII-33,青田石雕,传统美术,1,1,2006,浙江省,1,1
VII-34,曲阳石雕,传统美术,1,1,2006,河北省,1,1
VII-35,寿山石雕,传统美术,1,1,2006,福建省,1,1
VII-36,惠安石雕,传统美术,1,5,2006,福建省,2,2
VII-37,徽州三雕,传统美术,1,1,2006,安徽省、江西省,2,2
VII-38,临夏砖雕,传统美术,1,4,2006,宁夏回族自治区、山西省、甘肃省,3,3
VII-39,藏族格萨尔彩绘石刻,传统美术,1,1,2006,四川省,1,1
VII-4,漳州木版年画,传统美术,1,1,2006,福建省,1,1
VII-40,潮州木雕,传统美术,1,2,2006,广东省,3,3
VII-41,宁波朱金漆木雕,传统美术,1,1,2006,浙江省,1,1
VII-42,乐清黄杨木雕,传统美术,1,2,2006,上海市、浙江省,2,2
VII-43,东阳木雕,传统美术,1,1,2006,浙江省,1,1
VII-44,漳州木偶头雕刻,传统美术,1,4,2006,浙江省、福建省,3,3
VII-45,萍乡湘东傩面具,传统美术,1,1,2006,江西省,1,1
VII-46,竹刻(嘉定竹刻),传统美术,1,4,2006,上海市、四川省、安徽省、江苏省、浙江省、湖南省、福建省,8,8
VII-47,泥塑(天津泥人张),传统美术,1,5,2006,北京市、四川省、天津市、宁夏回族自治区、山东省、广东省、江苏省、河北省、河南省、贵州省、陕西省,15,15
VII-48,塔尔寺酥油花,传统美术,1,3,2006,西藏自治区、青海省,2,2
VII-49,热贡艺术,传统美术,1,1,2006,青海省,1,1
VII-5,杨家埠木版年画,传统美术,1,1,2006,山东省,1,1
VII-50,灯彩(仙居花灯),传统美术,1,4,2006,上海市、北京市、广东省、江苏省、河南省、浙江省、福建省、青海省,16,16
VII-51,嵊州竹编,传统美术,1,4,2006,四川省、安徽省、广西壮族自治区、江西省、浙江省、湖南省、福建省、重庆市,12,12
VII-52,面人(北京面人郎),传统美术,2,5,2008,上海市、北京市、天津市、山东省,6,6
VII-53,面花(阳城焙面面塑),传统美术,2,4,2008,山东省、山西省、陕西省,7,7
VII-54,草编(大名草编),传统美术,2,3,2008,上海市、四川省、山东省、新疆维吾尔自治区、江西省、河北省,6,6
VII-55,柳编(广宗柳编),传统美术,2,5,2008,安徽省、山东省、新疆维吾尔自治区、河北省,8,8
VII-56,石雕(煤精雕刻),传统美术,2,5,2008,内蒙古自治区、四川省、山东省、广东省、河南省、浙江省、湖北省、湖南省、辽宁省、重庆市、陕西省、青海省,18,18
VII-57,玉雕(北京玉雕),传统美术,2,5,2008,上海市、云南省、北京市、广东省、江苏省、河南省,7,7
VII-58,木雕(曲阜楷木雕刻),传统美术,2,5,2008,上海市、云南省、北京市、山东省、山西省、江西省、海南省、湖北省、澳门特别行政区、福建省、西藏自治区、重庆市,15,15
VII-59,核雕(光福核雕),传统美术,2,4,2008,山东省、广东省、江苏省、辽宁省,4,4
VII-6,高密扑灰年画,传统美术,1,1,2006,山东省,1,1
VII-60,椰雕(海南椰雕),传统美术,2,2,2008,海南省,1,1
VII-61,葫芦雕刻(东昌葫芦雕刻),传统美术,2,2,2008,山东省,1,1
VII-62,锡雕,传统美术,2,5,2008,山东省、江西省、浙江省、辽宁省,4,4
VII-63,汉字书法,传统美术,2,2,2008,中直单位,2,2
VII-64,藏文书法(德格藏文书法),传统美术,2,4,2008,四川省、西藏自治区、青海省,3,3
VII-65,木版年画(平阳木版年画),传统美术,2,3,2008,四川省、山东省、山西省、河南省、湖北省,6,6
VII-66,彩扎(凤凰纸扎),传统美术,2,5,2008,广东省、江苏省、河北省、湖南省、重庆市,7,7
VII-67,龙档(乐清龙档),传统美术,2,2,2008,浙江省,1,1
VII-68,常州梳篦,传统美术,2,2,2008,江苏省,1,1
VII-69,麦秆剪贴,传统美术,2,4,2008,河南省、浙江省、湖北省、黑龙江省,4,4
VII-7,朱仙镇木版年画,传统美术,1,1,2006,河南省,1,1
VII-70,北京绢花,传统美术,2,5,2008,北京市,1,2
VII-71,堆锦(上党堆锦),传统美术,2,2,2008,山西省,2,2
VII-72,湟中堆绣,传统美术,2,2,2008,青海省,1,1
VII-73,瓯绣,传统美术,2,2,2008,浙江省,1,1
VII-74,汴绣,传统美术,2,2,2008,河南省,1,1
VII-75,汉绣,传统美术,2,2,2008,湖北省,1,1
VII-76,羌族刺绣,传统美术,2,2,2008,四川省,1,1
VII-77,民间绣活(高平绣活),传统美术,2,5,2008,四川省、宁夏回族自治区、山西省、江西省、湖北省、陕西省,8,8
