project_code,project_name,category,min_batch,max_batch,first_publish_year,province_list,protection_units,subitem_count
VIII-85,赫哲族鱼皮制作技艺,传统技艺,1,1,2006,黑龙江省,1,1
VIII-86,浏阳花炮制作技艺,传统技艺,1,2,2006,江西省、河北省、湖南省、陕西省,6,6
VIII-87,黎族钻木取火技艺,传统技艺,1,1,2006,海南省,1,1
VIII-88,风筝制作技艺(南通板鹞风筝),传统技艺,1,3,2006,北京市、天津市、山东省、江苏省、西藏自治区,7,7
VIII-89,凉茶,传统技艺,1,1,2006,广东省、澳门特别行政区、香港特别行政区,3,3
VIII-9,龙泉青瓷烧制技艺,传统技艺,1,1,2006,浙江省,1,1
VIII-90,琉璃烧制技艺,传统技艺,2,4,2008,北京市、山东省、山西省,4,4
VIII-91,临清贡砖烧制技艺,传统技艺,2,2,2008,山东省,1,1
VIII-92,定瓷烧制技艺,传统技艺,2,2,2008,河北省,1,1
VIII-93,钧瓷烧制技艺,传统技艺,2,2,2008,河南省,1,1
VIII-94,唐三彩烧制技艺,传统技艺,2,2,2008,河南省,1,1
VIII-95,醴陵釉下五彩瓷烧制技艺,传统技艺,2,2,2008,湖南省,1,1
VIII-96,枫溪瓷烧制技艺,传统技艺,2,2,2008,广东省,1,1
VIII-97,广彩瓷烧制技艺,传统技艺,2,2,2008,广东省,1,1
VIII-98,陶器烧制技艺(钦州坭兴陶烧制技艺),传统技艺,2,5,2008,云南省、四川省、安徽省、山东省、山西省、广东省、广西壮族自治区、江苏省、海南省、贵州省、重庆市、青海省,15,15
VIII-99,蚕丝织造技艺(余杭清水丝绵制作技艺),传统技艺,2,4,2008,山西省、浙江省,6,6
X-1,春节,民俗,1,5,2006,中直单位、吉林省、宁夏回族自治区、山西省、广东省,6,6
X-10,火把节(彝族火把节),民俗,1,3,2006,云南省、四川省、贵州省,3,3
X-100,塔吉克族婚俗,民俗,2,2,2008,新疆维吾尔自治区,1,1
X-101,水乡社戏,民俗,2,2,2008,浙江省,1,1
X-102,界首书会,民俗,2,2,2008,安徽省,1,1
X-103,洛阳牡丹花会,民俗,2,2,2008,河南省,1,1
X-104,三汇彩亭会,民俗,2,2,2008,四川省,1,1
X-105,石宝山歌会,民俗,2,2,2008,云南省,1,1
X-106,大理三月街,民俗,2,2,2008,云南省,1,1
X-107,茶艺(潮州工夫茶艺),民俗,2,5,2008,云南省、广东省、广西壮族自治区,3,3
X-108,蒙古族服饰,民俗,2,5,2008,内蒙古自治区、新疆维吾尔自治区、甘肃省、青海省,5,5
X-109,朝鲜族服饰,民俗,2,2,2008,吉林省,1,1
X-11,景颇族目瑙纵歌,民俗,1,1,2006,云南省,1,1
X-110,畲族服饰,民俗,2,2,2008,福建省,1,1
X-111,黎族服饰,民俗,2,2,2008,海南省,2,2
X-112,珞巴族服饰,民俗,2,2,2008,西藏自治区,2,2
X-113,藏族服饰,民俗,2,4,2008,西藏自治区、青海省,8,8
X-114,裕固族服饰,民俗,2,2,2008,甘肃省,1,1
X-115,土族服饰,民俗,2,2,2008,青海省,1,1
X-116,撒拉族服饰,民俗,2,2,2008,青海省,1,1
X-117,维吾尔族服饰,民俗,2,2,2008,新疆维吾尔自治区,1,1
X-118,哈萨克族服饰,民俗,2,2,2008,新疆维吾尔自治区,1,1
X-119,珠算(程大位珠算法),民俗,2,2,2008,中直单位、安徽省,2,2
X-12,黎族三月三节,民俗,1,4,2006,广西壮族自治区、海南省、贵州省,3,3
X-120,南海航道更路经,民俗,2,3,2008,海南省,2,2
X-121,藏族天文历算,民俗,2,2,2008,西藏自治区,1,1
X-122,中元节(潮人盂兰胜会),民俗,3,5,2011,山东省、广西壮族自治区、香港特别行政区,3,3
X-123,中和节(永济背冰),民俗,3,3,2011,山西省,2,2
X-124,俄罗斯族巴斯克节,民俗,3,3,2011,内蒙古自治区,1,1
X-125,鄂温克族瑟宾节,民俗,3,3,2011,黑龙江省,1,1
X-126,诺茹孜节,民俗,3,3,2011,新疆维吾尔自治区,1,1
X-127,布依族“三月三”,民俗,3,3,2011,贵州省,2,2
X-128,土家年,民俗,3,3,2011,湖南省,1,1
X-129,彝族年,民俗,3,3,2011,四川省,1,1
X-13,鄂伦春族古伦木沓节,民俗,1,1,2006,黑龙江省,1,1
X-130,侗年,民俗,3,3,2011,贵州省,1,1
X-131,藏历年,民俗,3,3,2011,西藏自治区,1,1
X-132,舜帝祭典,民俗,3,3,2011,湖南省,1,1
X-133,祭寨神林,民俗,3,3,2011,云南省,1,1
X-134,歌会(瑞云四月八),民俗,3,3,2011,福建省、贵州省,2,2
X-135,尉村跑鼓车,民俗,3,3,2011,山西省,1,1
X-136,独辕四景车赛会,民俗,3,3,2011,山西省,1,1
X-137,网船会,民俗,3,3,2011,浙江省,1,1
X-138,月也,民俗,3,3,2011,贵州省,1,1
X-139,婚俗(朝鲜族回婚礼),民俗,3,4,2011,吉林省、四川省、宁夏回族自治区、广东省、新疆维吾尔自治区、浙江省、甘肃省、福建省、黑龙江省,11,11
X-14,瑶族盘王节,民俗,1,5,2006,广东省、广西壮族自治区、湖南省,3,3
X-140,径山茶宴,民俗,3,3,2011,浙江省,1,1
X-141,装泥鱼习俗,民俗,3,3,2011,广东省,1,1
X-142,苗族栽岩习俗,民俗,3,5,2011,上海市、广西壮族自治区、江西省、贵州省、陕西省,6,6
X-143,柯尔克孜族驯鹰习俗,民俗,3,3,2011,新疆维吾尔自治区,1,1
X-144,塔吉克族服饰,民俗,3,3,2011,新疆维吾尔自治区,1,1
X-145,望果节,民俗,4,4,2014,西藏自治区,1,1
X-146,苗族花山节,民俗,4,4,2014,云南省,1,1
X-147,察干苏力德祭,民俗,4,4,2014,内蒙古自治区,1,1
X-148,博格达乌拉祭,民俗,4,4,2014,内蒙古自治区,1,1
X-149,稻作习俗,民俗,4,4,2014,江西省,1,1
X-15,壮族蚂虫另节,民俗,1,1,2006,广西壮族自治区,1,1
X-150,仡佬族三幺台习俗,民俗,4,4,2014,贵州省,1,1
X-151,匾额习俗(赣南客家匾额习俗),民俗,4,4,2014,江西省,1,1
X-152,马仙信俗,民俗,4,4,2014,福建省,1,1
X-153,寮步香市,民俗,4,4,2014,广东省,1,1
X-154,达斡尔族服饰,民俗,4,4,2014,内蒙古自治区,1,1
X-155,鄂温克族服饰,民俗,4,4,2014,内蒙古自治区,1,1
X-156,彝族服饰,民俗,4,4,2014,云南省、四川省,2,2
X-157,布依族服饰,民俗,4,4,2014,贵州省,1,1
X-158,侗族服饰,民俗,4,4,2014,贵州省,1,1
X-159,柯尔克孜族服饰,民俗,4,4,2014,新疆维吾尔自治区,1,1
X-16,仫佬族依饭节,民俗,1,1,2006,广西壮族自治区,1,1
X-160,朝鲜族百种节,民俗,5,5,2021,吉林省,1,1
X-161,瑶族祝著节,民俗,5,5,2021,广西壮族自治区,1,1
X-162,壮族侬峒节,民俗,5,5,2021,广西壮族自治区,1,1
X-163,秀山苗族羊马节,民俗,5,5,2021,重庆市,1,1
X-164,矻扎扎节,民俗,5,5,2021,云南省,1,1
X-165,特懋克节,民俗,5,5,2021,云南省,1,1
X-166,三多节,民俗,5,5,2021,云南省,1,1
X-167,普米族拈达则封山仪式,民俗,5,5,2021,云南省,1,1
X-168,阔时节,民俗,5,5,2021,云南省,1,1
X-169,祭典(老子祭典),民俗,5,5,2021,河南省,1,1
X-17,毛南族肥套,民俗,1,1,2006,广西壮族自治区,1,1
X-170,祭祀兄弟公出海仪式,民俗,5,5,2021,海南省,1,1
X-171,赫哲族乌日贡大会,民俗,5,5,2021,黑龙江省,1,1
X-172,龙神赛会,民俗,5,5,2021,甘肃省,1,1
X-173,放河灯(松花江放河灯),民俗,5,5,2021,吉林省,1,1
X-174,腊八节习俗,民俗,5,5,2021,浙江省,1,1
X-175,炼火,民俗,5,5,2021,浙江省,1,1
X-176,壮族会鼓习俗,民俗,5,5,2021,广西壮族自治区,1,1
X-177,大安校水柜习俗,民俗,5,5,2021,广西壮族自治区,1,1
X-178,敬老习俗(壮族补粮敬老习俗),民俗,5,5,2021,广西壮族自治区,1,1
X-179,徐州伏羊食俗,民俗,5,5,2021,江苏省,1,1
X-18,羌族瓦尔俄足节,民俗,1,1,2006,四川省,1,1
X-180,德都蒙古全席,民俗,5,5,2021,青海省,1,1
X-181,尖扎达顿宴,民俗,5,5,2021,青海省,1,1
X-182,传统服饰(赣南客家服饰),民俗,5,5,2021,江西省,1,1
X-183,傣族服饰(花腰傣服饰),民俗,5,5,2021,云南省,1,1
X-19,苗族鼓藏节,民俗,1,4,2006,贵州省,2,2
X-2,清明节,民俗,1,4,2006,中直单位、山西省、江苏省,4,4
X-20,水族端节,民俗,1,1,2006,贵州省,1,1
X-21,布依族查白歌节,民俗,1,1,2006,贵州省,1,1
X-22,苗族姊妹节,民俗,1,1,2006,贵州省,1,1
X-23,独龙族卡雀哇节,民俗,1,1,2006,云南省,1,1
X-24,怒族仙女节,民俗,1,1,2006,云南省,1,1
X-25,侗族萨玛节,民俗,1,2,2006,贵州省,2,2
X-26,仡佬毛龙节,民俗,1,1,2006,贵州省,1,1
X-27,傈僳族刀杆节,民俗,1,1,2006,云南省,1,1
X-28,塔吉克族引水节和播种节,民俗,1,1,2006,新疆维吾尔自治区,1,1
X-29,土族纳顿节,民俗,1,1,2006,青海省,1,1
X-3,端午节,民俗,1,5,2006,上海市、中直单位、江苏省、浙江省、湖北省、湖南省、福建省、香港特别行政区、黑龙江省,16,16
X-30,都江堰放水节,民俗,1,1,2006,四川省,1,1
X-31,雪顿节,民俗,1,1,2006,西藏自治区,1,1
X-32,黄帝陵祭典,民俗,1,3,2006,河南省、浙江省、陕西省,3,3
X-33,炎帝陵祭典,民俗,1,3,2006,湖北省、湖南省、陕西省,3,3
X-34,成吉思汗祭典,民俗,1,1,2006,内蒙古自治区,1,1
X-35,祭孔大典,民俗,1,3,2006,山东省、浙江省,2,2
X-36,妈祖祭典,民俗,1,5,2006,中直单位、天津市、浙江省、海南省、澳门特别行政区、福建省、香港特别行政区,8,8
X-37,太昊伏羲祭典,民俗,1,3,2006,河北省、河南省、甘肃省,3,3
X-38,女娲祭典,民俗,1,3,2006,河北省、甘肃省,2,2
X-39,大禹祭典,民俗,1,1,2006,浙江省,1,1
X-4,七夕节,民俗,1,4,2006,中直单位、广东省、浙江省、湖北省、甘肃省,5,5
X-40,祭敖包,民俗,1,3,2006,内蒙古自治区、新疆维吾尔自治区,2,2
X-41,白族绕三灵,民俗,1,1,2006,云南省,1,1
X-42,厂甸庙会,民俗,1,1,2006,北京市,1,1
X-43,热贡六月会,民俗,1,1,2006,青海省,1,1
X-44,小榄菊花会,民俗,1,1,2006,广东省,1,1
X-45,瑶族耍歌堂,民俗,1,1,2006,广东省,1,1
X-46,壮族歌圩,民俗,1,1,2006,广西壮族自治区,1,1
X-47,苗族系列坡会群,民俗,1,1,2006,广西壮族自治区,1,1
X-48,那达慕,民俗,1,2,2006,内蒙古自治区、新疆维吾尔自治区、青海省,3,3
X-49,维吾尔刀郎麦西热甫,民俗,1,2,2006,新疆维吾尔自治区,5,5
X-5,中秋节,民俗,1,4,2006,中直单位、吉林省、山西省、广东省、江西省、福建省、辽宁省、香港特别行政区,8,8
X-50,秦淮灯会,民俗,1,1,2006,江苏省,1,1
X-51,秀山花灯,民俗,1,1,2006,重庆市,1,1
X-52,全丰花灯,民俗,1,1,2006,江西省,1,1
X-53,泰山石敢当习俗,民俗,1,1,2006,山东省,1,1
X-54,民间社火,民俗,1,5,2006,山西省、广东省、新疆维吾尔自治区、河北省、河南省、辽宁省、陕西省,12,12
X-55,鄂尔多斯婚礼,民俗,1,2,2006,内蒙古自治区、吉林省,4,4
X-56,土族婚礼,民俗,1,1,2006,青海省,1,1
X-57,撒拉族婚礼,民俗,1,1,2006,青海省,1,1
X-58,马街书会,民俗,1,1,2006,河南省,1,1
X-59,胡集书会,民俗,1,1,2006,山东省,1,1
X-6,重阳节,民俗,1,3,2006,中直单位、山西省、河南省,3,3
X-60,安国药市,民俗,1,2,2006,江西省、河北省、河南省,4,4
X-61,壮族铜鼓习俗,民俗,1,1,2006,广西壮族自治区,1,1
X-62,楹联习俗,民俗,1,1,2006,中直单位,1,1
X-63,苏州甪直水乡妇女服饰,民俗,1,1,2006,江苏省,1,1
X-64,惠安女服饰,民俗,1,1,2006,福建省,1,1
X-65,苗族服饰(昌宁苗族服饰),民俗,1,2,2006,云南省、湖南省、贵州省,11,11
X-66,回族服饰,民俗,1,1,2006,宁夏回族自治区,1,1
X-67,瑶族服饰,民俗,1,4,2006,广西壮族自治区,3,3
X-68,农历二十四节气,民俗,1,5,2006,中直单位、广西壮族自治区、河南省、浙江省、湖南省、贵州省,12,12
X-69,女书习俗,民俗,1,1,2006,湖南省,1,1
X-7,京族哈节,民俗,1,1,2006,广西壮族自治区,1,1
X-70,水书习俗,民俗,1,1,2006,贵州省,1,1
X-71,元宵节,民俗,2,5,2008,上海市、中直单位、北京市、山东省、山西省、江西省、河北省、浙江省、湖北省、甘肃省、福建省、贵州省、辽宁省、陕西省、青海省、黑龙江省,27,27
X-72,渔民开洋、谢洋节,民俗,2,2,2008,山东省、浙江省,5,5
X-73,畲族三月三,民俗,2,2,2008,浙江省,1,1
X-74,宾阳炮龙节,民俗,2,2,2008,广西壮族自治区,1,1
X-75,苗族独木龙舟节,民俗,2,2,2008,贵州省,1,1
X-76,苗族跳花节,民俗,2,2,2008,贵州省,1,1
X-77,苗族四月八姑娘节,民俗,2,3,2008,湖南省,2,2
X-78,德昂族浇花节,民俗,2,2,2008,云南省,1,1
X-79,江孜达玛节,民俗,2,2,2008,西藏自治区,1,1
X-8,傣族泼水节,民俗,1,2,2006,云南省,2,2
X-80,塔塔尔族撒班节,民俗,2,3,2008,新疆维吾尔自治区,2,2
X-81,灯会(苇子灯阵),民俗,2,5,2008,四川省、安徽省、山东省、山西省、广东省、江西省、河北省、湖北省、福建省,10,10
X-82,羌年,民俗,2,2,2008,四川省,4,4
X-83,苗年,民俗,2,2,2008,贵州省,2,2
X-84,庙会(妙峰山庙会),民俗,2,5,2008,上海市、北京市、吉林省、安徽省、山东省、山西省、广东省、江苏省、江西省、河南省、浙江省、湖北省、湖南省、辽宁省、重庆市、陕西省、青海省,32,32
X-85,民间信俗(千童信子节),民俗,2,5,2008,上海市、云南省、内蒙古自治区、四川省、宁夏回族自治区、山东省、山西省、广东省、广西壮族自治区、河北省、河南省、浙江省、海南省、湖北省、澳门特别行政区、甘肃省、福建省、贵州省、辽宁省、陕西省、香港特别行政区,43,43
X-86,青海湖祭海,民俗,2,2,2008,青海省,1,1
X-87,抬阁(芯子、铁枝、飘色)(葛渔城重阁会),民俗,2,5,2008,云南省、内蒙古自治区、四川省、宁夏回族自治区、安徽省、山东省、山西省、广东省、江苏省、江西省、河北省、浙江省、湖南省、甘肃省、福建省、青海省,32,32
X-88,打铁花,民俗,2,5,2008,河北省、河南省,2,2
X-89,朝鲜族花甲礼,民俗,2,3,2008,吉林省、辽宁省、黑龙江省,3,3
X-9,锡伯族西迁节,民俗,1,1,2006,新疆维吾尔自治区,1,1
X-90,祭祖习俗(大槐树祭祖习俗),民俗,2,4,2008,四川省、安徽省、山西省、广东省、浙江省、福建省、陕西省,10,10
X-91,鄂温克驯鹿习俗,民俗,2,2,2008,内蒙古自治区,1,1
X-92,蒙古族养驼习俗,民俗,2,2,2008,内蒙古自治区,1,1
X-93,长白山采参习俗,民俗,2,2,2008,吉林省,1,1
X-94,查干淖尔冬捕习俗,民俗,2,2,2008,吉林省,1,1
X-95,蚕桑习俗(含山轧蚕花),民俗,2,2,2008,浙江省,2,2
X-96,洪洞走亲习俗,民俗,2,2,2008,山西省,1,1
X-97,蟳埔女习俗,民俗,2,2,2008,福建省,1,1
X-98,汉族传统婚俗(孝义贾家庄婚俗),民俗,2,2,2008,山西省、广东省、浙江省,3,3
X-99,朝鲜族传统婚礼,民俗,2,2,2008,吉林省,1,1
